unit,wins,make_playoffs,win_finals
bos,55,0.9990000000000001,0.16
den,52,0.991,0.11
mil,51,0.988,0.138
phi,50,0.983,0.071
lac,49,0.94,0.07200000000000001
cle,48,0.958,0.067
gs,48,0.924,0.073
phx,45,0.784,0.026000000000000002
min,45,0.78,0.045
lal,44,0.758,0.043
atl,44,0.805,0.027999999999999997
mia,44,0.799,0.027000000000000003
sac,44,0.684,0.025
no,43,0.674,0.021
dal,43,0.603,0.024
bkn,42,0.6629999999999999,0.016
ind,41,0.537,0.011000000000000001
ny,41,0.531,0.013999999999999999
okc,40,0.36700000000000005,0.006999999999999999
mem,39,0.319,0.013000000000000001
tor,38,0.3,0.003
orl,38,0.264,0.004
uta,37,0.16899999999999998,0.004
chi,35,0.113,0.001
det,31,0.024,0
wsh,31,0.023,0
cha,30,0.013000000000000001,0
por,29,0.004,0
hou,28,0.003,0
sa,23,0,0
