unit,wins,make_playoffs,win_finals
bos,66,1,0.517
den,57,1,0.061
okc,57,1,0.026000000000000002
min,56,1,0.059000000000000004
lac,53,1,0.08900000000000001
cle,51,1,0.047
mil,51,1,0.10300000000000001
no,50,0.977,0.01
ny,49,0.996,0.015
dal,48,0.855,0.025
orl,48,0.978,0.002
phx,47,0.708,0.005
sac,47,0.732,0.006
ind,45,0.919,0.004
mia,45,0.929,0.006
gs,45,0.379,0.009000000000000001
lal,44,0.345,0.008
phi,44,0.866,0.01
chi,40,0.179,0
hou,39,0.004,0
atl,35,0.11699999999999999,0
uta,34,0,0
bkn,32,0.018000000000000002,0
tor,27,0,0
mem,27,0,0
por,23,0,0
cha,19,0,0
sa,19,0,0
det,16,0,0
wsh,15,0,0
