unit,wins,make_playoffs,win_finals
bos,58,1,0.242
mil,58,1,0.129
den,55,1,0.071
phi,52,1,0.025
cle,51,1,0.043
mem,49,0.9990000000000001,0.023
ny,48,0.995,0.07200000000000001
lac,48,0.997,0.355
sac,46,0.966,0.005
bkn,46,0.935,0.001
dal,44,0.92,0.011000000000000001
phx,44,0.912,0.008
mia,43,0.662,0.002
atl,42,0.649,0.001
lal,41,0.562,0.003
gs,41,0.568,0.006999999999999999
tor,41,0.439,0.002
no,41,0.434,0
uta,40,0.257,0
chi,39,0.215,0.001
min,39,0.198,0
por,38,0.136,0
wsh,38,0.096,0
okc,37,0.051,0
ind,35,0.01,0
orl,33,0.001,0
cha,26,0,0
det,20,0,0
sa,19,0,0
hou,18,0,0
