unit,wins,make_playoffs,win_finals
bos,66,1,0.429
okc,57,1,0.032
min,56,1,0.071
den,55,1,0.055999999999999994
cle,54,1,0.067
lac,54,1,0.099
mil,52,1,0.127
no,49,0.92,0.006999999999999999
ny,48,0.978,0.012
dal,48,0.845,0.022000000000000002
orl,47,0.9640000000000001,0.002
mia,47,0.965,0.013000000000000001
phi,46,0.9540000000000001,0.022000000000000002
gs,46,0.63,0.02
sac,46,0.623,0.004
phx,46,0.542,0.005
lal,44,0.44,0.01
ind,44,0.862,0.004
chi,38,0.13,0
hou,36,0.001,0
uta,35,0,0
atl,34,0.092,0
bkn,33,0.047,0
tor,30,0.008,0
mem,26,0,0
por,23,0,0
cha,20,0,0
sa,18,0,0
det,17,0,0
wsh,16,0,0
