unit,wins,make_playoffs,win_finals
bos,57,1,0.179
den,54,0.9990000000000001,0.11
phi,54,0.997,0.091
gs,51,0.992,0.09
mil,50,0.982,0.12
min,48,0.9640000000000001,0.061
lac,48,0.96,0.1
atl,47,0.9179999999999999,0.036000000000000004
cle,46,0.856,0.044000000000000004
bkn,46,0.8490000000000001,0.024
dal,44,0.8370000000000001,0.026000000000000002
phx,43,0.76,0.018000000000000002
okc,43,0.7240000000000001,0.013999999999999999
mia,43,0.69,0.02
ny,42,0.622,0.013000000000000001
ind,41,0.512,0.009000000000000001
no,40,0.503,0.008
lal,40,0.484,0.016
tor,39,0.35700000000000004,0.004
sac,38,0.34700000000000003,0.009000000000000001
hou,37,0.221,0.004
orl,35,0.098,0.001
mem,35,0.141,0.004
chi,35,0.09,0.001
uta,33,0.061,0.001
wsh,32,0.022000000000000002,0
cha,29,0.006999999999999999,0
por,29,0.008,0
det,27,0.002,0
sa,24,0,0
