unit,wins,make_playoffs,win_finals
bos,62,1,0.281
lac,56,1,0.195
okc,56,1,0.028999999999999998
den,55,1,0.08800000000000001
min,54,1,0.052000000000000005
phi,54,1,0.077
cle,53,0.9990000000000001,0.08
mil,52,1,0.109
no,50,0.986,0.02
ny,49,0.986,0.006999999999999999
ind,45,0.914,0.011000000000000001
dal,44,0.7140000000000001,0.008
phx,44,0.643,0.005
mia,43,0.809,0.006999999999999999
orl,43,0.743,0.002
uta,42,0.43799999999999994,0.004
sac,42,0.428,0.003
gs,42,0.46799999999999997,0.016
lal,40,0.265,0.006
chi,39,0.29,0.001
hou,37,0.057999999999999996,0
tor,36,0.10800000000000001,0
bkn,35,0.1,0
atl,34,0.051,0
mem,33,0.002,0
por,22,0,0
cha,19,0,0
sa,18,0,0
wsh,17,0,0
det,15,0,0
