unit,wins,make_playoffs,win_finals
mil,58,1,0.185
bos,58,1,0.19899999999999998
den,56,1,0.11800000000000001
phi,51,1,0.035
cle,51,1,0.062
mem,50,1,0.035
ny,49,0.9990000000000001,0.10800000000000001
sac,46,0.978,0.006
lac,45,0.963,0.18100000000000002
phx,44,0.932,0.013000000000000001
bkn,44,0.88,0.001
dal,44,0.915,0.019
gs,44,0.873,0.027000000000000003
mia,42,0.631,0.001
atl,42,0.514,0.001
tor,41,0.507,0.004
no,41,0.39299999999999996,0.001
min,40,0.39299999999999996,0.002
lal,40,0.34700000000000003,0.002
chi,39,0.272,0.001
wsh,39,0.19,0
uta,39,0.12,0
por,38,0.077,0
okc,36,0.01,0
ind,35,0.005,0
orl,34,0.002,0
cha,24,0,0
sa,20,0,0
det,20,0,0
hou,18,0,0
