unit,wins,make_playoffs,win_finals
bos,58,1,0.29100000000000004
phi,54,1,0.242
den,52,1,0.043
mem,51,1,0.105
mil,50,0.993,0.016
bkn,49,0.993,0.034
cle,49,0.991,0.031
lac,47,0.976,0.131
mia,45,0.897,0.011000000000000001
sac,45,0.857,0.008
gs,44,0.8059999999999999,0.027999999999999997
phx,44,0.816,0.031
ny,43,0.7509999999999999,0.008
dal,42,0.544,0.004
atl,42,0.544,0.003
uta,41,0.48200000000000004,0.002
min,41,0.46,0.004
no,41,0.406,0.001
lal,40,0.33,0.003
tor,40,0.302,0.001
por,40,0.27899999999999997,0.002
chi,39,0.23199999999999998,0.001
wsh,39,0.20199999999999999,0
ind,37,0.095,0
okc,37,0.046,0
orl,30,0,0
cha,27,0,0
sa,23,0,0
det,22,0,0
hou,20,0,0
