unit,wins,make_playoffs,win_finals
bos,64,1,0.289
lac,56,1,0.183
okc,55,1,0.027000000000000003
min,55,1,0.055999999999999994
phi,54,1,0.078
den,54,1,0.091
mil,52,0.998,0.109
cle,52,0.998,0.067
no,51,0.997,0.025
ny,48,0.965,0.006999999999999999
ind,46,0.934,0.013999999999999999
mia,46,0.9159999999999999,0.01
dal,44,0.664,0.006999999999999999
sac,43,0.547,0.006
uta,43,0.539,0.005
orl,43,0.703,0.002
phx,42,0.435,0.003
gs,42,0.46299999999999997,0.013999999999999999
lal,41,0.299,0.005
tor,38,0.243,0.001
hou,37,0.057999999999999996,0
chi,36,0.11900000000000001,0
atl,34,0.065,0
bkn,34,0.059000000000000004,0
mem,30,0,0
por,21,0,0
cha,19,0,0
wsh,19,0,0
sa,17,0,0
det,15,0,0
