unit,wins,make_playoffs,win_finals
bos,57,1,0.188
phi,57,0.9990000000000001,0.125
mil,53,0.9940000000000001,0.162
den,51,0.99,0.10300000000000001
min,51,0.981,0.062
okc,49,0.958,0.024
mia,49,0.9279999999999999,0.036000000000000004
bkn,48,0.9009999999999999,0.024
ind,46,0.741,0.012
phx,46,0.8059999999999999,0.021
cle,46,0.752,0.028999999999999998
ny,45,0.713,0.011000000000000001
lac,45,0.8029999999999999,0.07
dal,44,0.733,0.021
lal,44,0.74,0.031
gs,44,0.7140000000000001,0.040999999999999995
orl,43,0.45899999999999996,0.003
no,43,0.58,0.013000000000000001
atl,43,0.457,0.009000000000000001
sac,42,0.515,0.013000000000000001
hou,38,0.158,0.002
tor,36,0.049,0
mem,33,0.021,0.001
chi,32,0.005,0
cha,28,0.001,0
uta,27,0,0
por,26,0,0
wsh,25,0,0
det,18,0,0
sa,18,0,0
