unit,wins,make_playoffs,win_finals
bos,64,1,0.28800000000000003
lac,56,1,0.191
okc,56,1,0.025
min,55,1,0.057999999999999996
den,54,1,0.087
phi,54,1,0.08
cle,52,0.9990000000000001,0.065
no,51,0.996,0.023
mil,51,0.998,0.107
ny,48,0.9670000000000001,0.006999999999999999
ind,47,0.9590000000000001,0.013999999999999999
mia,45,0.9229999999999999,0.011000000000000001
dal,44,0.726,0.009000000000000001
uta,42,0.519,0.006
phx,42,0.473,0.003
orl,42,0.665,0.002
sac,42,0.449,0.004
gs,42,0.475,0.013000000000000001
lal,40,0.292,0.005
chi,38,0.198,0
hou,37,0.062,0
tor,37,0.177,0
mem,34,0.008,0
atl,34,0.055999999999999994,0
bkn,34,0.059000000000000004,0
por,21,0,0
cha,19,0,0
wsh,18,0,0
sa,17,0,0
det,15,0,0
