unit,wins,make_playoffs,win_finals
bos,64,1,0.344
den,57,1,0.14400000000000002
okc,57,1,0.17600000000000002
min,56,1,0.081
lac,51,1,0.027000000000000003
dal,50,1,0.052000000000000005
ny,50,1,0.051
no,49,1,0.002
mil,49,1,0.012
phx,49,1,0.002
cle,48,1,0.052000000000000005
ind,47,1,0.018000000000000002
lal,47,1,0.002
orl,47,1,0.001
phi,47,1,0.013000000000000001
gs,46,0,0
mia,46,1,0.026000000000000002
sac,46,0,0
hou,41,0,0
chi,39,0,0
atl,36,0,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,21,0,0
wsh,15,0,0
det,14,0,0
