unit,wins,make_playoffs,win_finals
bos,66,1,0.527
den,58,1,0.07
min,57,1,0.068
okc,56,1,0.017
mil,53,1,0.135
lac,51,0.995,0.057
no,51,0.9890000000000001,0.011000000000000001
cle,50,1,0.042
ny,49,0.998,0.015
dal,48,0.94,0.023
orl,48,0.978,0.001
sac,47,0.773,0.002
ind,47,0.9570000000000001,0.004
phx,47,0.6859999999999999,0.006
mia,46,0.919,0.006
lal,45,0.408,0.009000000000000001
phi,44,0.867,0.006999999999999999
gs,43,0.185,0.003
hou,41,0.024,0
chi,38,0.099,0
atl,37,0.182,0
uta,32,0,0
bkn,31,0,0
mem,28,0,0
tor,25,0,0
por,22,0,0
cha,19,0,0
sa,19,0,0
wsh,17,0,0
det,15,0,0
