unit,wins,make_playoffs,win_finals
bos,64,1,0.35600000000000004
den,57,1,0.113
okc,57,1,0.131
min,56,1,0.061
lac,51,1,0.042
dal,50,1,0.064
ny,50,1,0.023
no,49,0.847,0.011000000000000001
mil,49,1,0.015
phx,49,1,0.011000000000000001
cle,48,1,0.045
ind,47,1,0.023
lal,47,0.7909999999999999,0.006
orl,47,1,0.005
phi,47,0.892,0.037000000000000005
gs,46,0.18899999999999997,0.001
mia,46,0.878,0.057
sac,46,0.17300000000000001,0.001
hou,41,0,0
chi,39,0.14800000000000002,0
atl,36,0.08199999999999999,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,21,0,0
wsh,15,0,0
det,14,0,0
