unit,wins,make_playoffs,win_finals
phi,59,1,0.142
bos,59,1,0.19899999999999998
mil,54,0.997,0.153
min,53,0.9940000000000001,0.073
den,52,0.993,0.102
okc,49,0.9490000000000001,0.02
lac,48,0.925,0.098
bkn,48,0.887,0.02
mia,47,0.847,0.027999999999999997
no,46,0.779,0.017
ind,45,0.728,0.011000000000000001
dal,45,0.732,0.019
cle,45,0.7170000000000001,0.025
orl,45,0.665,0.005
phx,45,0.693,0.015
ny,45,0.687,0.009000000000000001
lal,44,0.659,0.022000000000000002
sac,44,0.61,0.011000000000000001
gs,42,0.49200000000000005,0.025
atl,41,0.361,0.006
hou,39,0.172,0.001
tor,38,0.09,0
chi,35,0.022000000000000002,0
mem,30,0.002,0
cha,28,0,0
uta,28,0,0
por,25,0,0
wsh,21,0,0
det,16,0,0
sa,16,0,0
