unit,wins,make_playoffs,win_finals
mil,58,1,0.158
bos,57,1,0.209
phi,55,1,0.166
den,55,1,0.048
cle,52,1,0.057999999999999996
mem,52,1,0.113
sac,49,1,0.006
ny,47,0.998,0.032
mia,44,0.9109999999999999,0.002
bkn,44,0.879,0
lac,44,0.971,0.16699999999999998
gs,43,0.94,0.012
phx,42,0.8640000000000001,0.01
min,42,0.737,0.006
lal,41,0.617,0.006999999999999999
dal,41,0.43799999999999994,0.003
tor,40,0.435,0.002
okc,40,0.222,0
chi,40,0.42200000000000004,0.002
atl,40,0.331,0
no,39,0.152,0
uta,38,0.057999999999999996,0
ind,36,0.013999999999999999,0
wsh,36,0.01,0
por,36,0.001,0
orl,34,0,0
cha,26,0,0
sa,20,0,0
hou,20,0,0
det,18,0,0
