unit,wins,make_playoffs,win_finals
bos,60,1,0.435
cle,51,0.998,0.07200000000000001
phi,51,0.998,0.10800000000000001
bkn,50,0.996,0.027999999999999997
mem,50,0.975,0.052000000000000005
mil,49,0.991,0.028999999999999998
den,49,0.9670000000000001,0.034
dal,48,0.941,0.071
phx,47,0.937,0.086
no,47,0.888,0.013999999999999999
lac,47,0.894,0.032
gs,43,0.642,0.015
por,43,0.565,0.004
uta,43,0.542,0.004
sac,42,0.45299999999999996,0.002
mia,42,0.6890000000000001,0.004
ny,41,0.621,0.004
atl,41,0.537,0.004
ind,40,0.47600000000000003,0.001
min,39,0.16399999999999998,0.001
tor,39,0.32799999999999996,0.001
wsh,38,0.24600000000000002,0
chi,36,0.11900000000000001,0
lal,36,0.034,0
okc,30,0,0
cha,29,0.001,0
orl,28,0,0
sa,25,0,0
hou,25,0,0
det,22,0,0
