unit,wins,make_playoffs,win_finals
bos,60,1,0.217
phi,59,1,0.14300000000000002
mil,54,0.997,0.14400000000000002
min,53,0.995,0.075
den,52,0.9940000000000001,0.10099999999999999
okc,49,0.955,0.019
lac,48,0.9420000000000001,0.10300000000000001
bkn,48,0.894,0.02
ny,47,0.87,0.015
mia,46,0.8340000000000001,0.023
no,46,0.8029999999999999,0.017
dal,45,0.74,0.017
orl,44,0.61,0.005
phx,44,0.637,0.011000000000000001
sac,44,0.631,0.013000000000000001
cle,44,0.612,0.019
atl,43,0.57,0.01
ind,43,0.547,0.005
lal,43,0.562,0.018000000000000002
gs,42,0.531,0.025
hou,39,0.207,0.001
tor,36,0.046,0
chi,35,0.021,0
mem,29,0.001,0
uta,28,0,0
cha,28,0,0
por,25,0,0
wsh,23,0,0
sa,18,0,0
det,16,0,0
