unit,wins,make_playoffs,win_finals
bos,58,1,0.201
phi,56,0.9990000000000001,0.12300000000000001
mil,52,0.988,0.139
den,52,0.9940000000000001,0.111
min,52,0.992,0.07400000000000001
okc,51,0.9840000000000001,0.031
mia,48,0.892,0.038
bkn,48,0.8909999999999999,0.023
phx,47,0.898,0.027999999999999997
ny,46,0.775,0.011000000000000001
cle,45,0.7090000000000001,0.027999999999999997
no,44,0.774,0.016
gs,44,0.7759999999999999,0.045
lac,44,0.764,0.06
ind,44,0.5720000000000001,0.006999999999999999
atl,44,0.5710000000000001,0.013000000000000001
orl,44,0.523,0.005
sac,43,0.647,0.017
dal,42,0.521,0.011000000000000001
lal,41,0.488,0.016
hou,37,0.14300000000000002,0.002
tor,37,0.07400000000000001,0
mem,32,0.016,0.001
chi,32,0.006,0
uta,29,0.002,0
cha,29,0.001,0
por,26,0,0
wsh,25,0,0
det,20,0,0
sa,18,0,0
