unit,wins,make_playoffs,win_finals
bos,65,1,0.456
okc,57,1,0.03
den,56,1,0.064
min,55,1,0.059000000000000004
lac,54,1,0.10099999999999999
cle,53,1,0.062
mil,51,1,0.11
no,50,0.976,0.013000000000000001
ny,48,0.993,0.018000000000000002
orl,48,0.975,0.002
sac,47,0.777,0.008
dal,47,0.785,0.022000000000000002
mia,46,0.9590000000000001,0.009000000000000001
phx,46,0.638,0.006
lal,45,0.509,0.013999999999999999
phi,45,0.91,0.015
gs,44,0.315,0.01
ind,44,0.8029999999999999,0.002
chi,40,0.187,0
hou,37,0.001,0
atl,37,0.168,0
uta,35,0,0
bkn,32,0.006,0
tor,29,0,0
mem,27,0,0
por,24,0,0
sa,20,0,0
cha,20,0,0
det,16,0,0
wsh,15,0,0
