unit,wins,make_playoffs,win_finals
bos,65,1,0.522
den,57,1,0.062
min,56,1,0.061
okc,56,1,0.023
mil,52,1,0.11800000000000001
lac,52,0.998,0.064
no,50,0.981,0.01
ny,50,1,0.023
cle,50,1,0.044000000000000004
dal,49,0.958,0.03
phx,48,0.737,0.005
orl,47,0.9790000000000001,0.001
sac,46,0.555,0.001
lal,46,0.506,0.013000000000000001
ind,46,0.95,0.003
mia,45,0.914,0.005
gs,45,0.243,0.006999999999999999
phi,44,0.87,0.008
hou,42,0.021,0
chi,39,0.10400000000000001,0
atl,38,0.184,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
por,21,0,0
sa,19,0,0
cha,19,0,0
wsh,17,0,0
det,14,0,0
