unit,wins,make_playoffs,win_finals
mil,58,1,0.195
den,57,1,0.121
bos,56,1,0.154
phi,52,1,0.048
cle,51,1,0.061
ny,50,0.9990000000000001,0.11800000000000001
mem,49,0.998,0.032
sac,46,0.9790000000000001,0.005
phx,46,0.982,0.02
bkn,46,0.9490000000000001,0.001
lac,45,0.96,0.19899999999999998
dal,44,0.877,0.013999999999999999
gs,44,0.8590000000000001,0.018000000000000002
mia,43,0.703,0.002
min,42,0.625,0.005
atl,42,0.528,0.001
tor,42,0.583,0.004
lal,40,0.342,0.002
no,40,0.225,0.001
wsh,39,0.124,0
por,38,0.09300000000000001,0
chi,38,0.091,0
okc,37,0.033,0
uta,37,0.028999999999999998,0
ind,36,0.023,0
orl,33,0.001,0
cha,24,0,0
sa,19,0,0
det,19,0,0
hou,19,0,0
