unit,wins,make_playoffs,win_finals
bos,67,1,0.546
den,58,1,0.057999999999999996
min,57,1,0.064
okc,56,1,0.02
mil,53,1,0.126
lac,52,0.996,0.064
no,50,0.9840000000000001,0.01
cle,50,0.9990000000000001,0.038
ny,49,0.996,0.011000000000000001
dal,48,0.89,0.02
orl,48,0.981,0.001
phx,48,0.7859999999999999,0.006999999999999999
sac,47,0.723,0.005
mia,46,0.934,0.006
ind,46,0.915,0.003
lal,45,0.431,0.009000000000000001
phi,45,0.8859999999999999,0.009000000000000001
gs,43,0.175,0.003
hou,41,0.016,0
chi,39,0.12300000000000001,0
atl,36,0.16399999999999998,0
uta,33,0,0
bkn,31,0.002,0
mem,27,0,0
tor,26,0,0
por,22,0,0
cha,19,0,0
sa,18,0,0
wsh,16,0,0
det,15,0,0
