unit,wins,make_playoffs,win_finals
bos,58,1,0.354
bkn,53,1,0.071
mem,52,0.9990000000000001,0.13
cle,52,0.9990000000000001,0.087
phi,51,0.997,0.134
den,51,0.998,0.049
mil,47,0.9390000000000001,0.01
no,46,0.892,0.016
dal,45,0.8759999999999999,0.021
mia,44,0.7979999999999999,0.017
lac,43,0.743,0.021
ny,43,0.731,0.005
ind,43,0.6890000000000001,0.002
gs,43,0.6970000000000001,0.019
phx,43,0.7040000000000001,0.040999999999999995
sac,42,0.536,0.003
por,41,0.431,0.003
uta,41,0.38799999999999996,0.004
min,41,0.38299999999999995,0.004
lal,40,0.353,0.006
atl,40,0.308,0.002
chi,40,0.294,0.001
tor,38,0.16899999999999998,0
wsh,37,0.077,0
okc,32,0.001,0
orl,28,0,0
cha,27,0,0
sa,24,0,0
det,22,0,0
hou,22,0,0
