unit,wins,make_playoffs,win_finals
mil,58,1,0.122
bos,57,1,0.29100000000000004
den,55,1,0.07
phi,54,1,0.133
cle,52,1,0.069
mem,52,1,0.11699999999999999
sac,49,1,0.006999999999999999
ny,47,0.998,0.037000000000000005
bkn,45,0.9570000000000001,0.001
mia,44,0.826,0.002
phx,44,0.965,0.019
lac,43,0.9079999999999999,0.10400000000000001
gs,43,0.884,0.01
min,42,0.821,0.004
lal,41,0.575,0.008
okc,41,0.305,0
chi,41,0.48200000000000004,0.003
tor,40,0.426,0.002
no,40,0.371,0.001
atl,40,0.307,0
dal,39,0.14800000000000002,0.001
uta,38,0.023,0
wsh,36,0.003,0
ind,36,0.002,0
por,35,0,0
orl,35,0,0
cha,27,0,0
sa,20,0,0
hou,20,0,0
det,17,0,0
