unit,wins,make_playoffs,win_finals
bos,66,1,0.51
den,57,1,0.059000000000000004
okc,56,1,0.024
min,56,1,0.062
lac,54,1,0.098
cle,52,1,0.057999999999999996
mil,51,1,0.098
no,49,0.938,0.006999999999999999
ny,48,0.995,0.013999999999999999
dal,48,0.867,0.025
sac,48,0.828,0.005
orl,47,0.98,0.002
phx,47,0.674,0.006
lal,45,0.44,0.01
ind,45,0.909,0.003
mia,45,0.9209999999999999,0.005
phi,44,0.897,0.01
gs,44,0.252,0.006
chi,39,0.158,0
hou,38,0.002,0
atl,36,0.11800000000000001,0
uta,34,0,0
bkn,33,0.023,0
tor,28,0,0
mem,27,0,0
por,23,0,0
cha,20,0,0
sa,19,0,0
det,17,0,0
wsh,16,0,0
