unit,wins,make_playoffs,win_finals
bos,64,1,0.29
phi,58,1,0.121
mil,57,1,0.16699999999999998
okc,55,0.9990000000000001,0.027999999999999997
min,54,0.9990000000000001,0.052000000000000005
den,54,0.9990000000000001,0.086
lac,49,0.976,0.10099999999999999
mia,48,0.9740000000000001,0.024
cle,46,0.93,0.028999999999999998
no,46,0.8109999999999999,0.013999999999999999
sac,45,0.75,0.013000000000000001
dal,45,0.755,0.015
ny,44,0.7140000000000001,0.002
gs,43,0.633,0.025
ind,43,0.703,0.006
orl,43,0.6579999999999999,0.002
phx,42,0.469,0.006
lal,41,0.426,0.012
bkn,41,0.488,0.004
hou,39,0.174,0.001
atl,39,0.28,0.002
tor,37,0.14800000000000002,0.001
chi,37,0.107,0
uta,33,0.008,0
mem,30,0.001,0
por,25,0,0
cha,23,0,0
wsh,21,0,0
det,15,0,0
sa,15,0,0
