unit,wins,make_playoffs,win_finals
bos,64,1,0.318
okc,56,1,0.027999999999999997
den,54,1,0.1
lac,54,1,0.154
min,54,0.9990000000000001,0.052000000000000005
phi,53,0.997,0.079
mil,51,0.993,0.10400000000000001
cle,49,0.9740000000000001,0.052000000000000005
no,49,0.978,0.019
ny,48,0.95,0.005
mia,48,0.956,0.022000000000000002
ind,46,0.852,0.009000000000000001
sac,44,0.713,0.008
orl,43,0.628,0.003
gs,43,0.655,0.025
dal,43,0.625,0.008
phx,40,0.354,0.003
lal,40,0.358,0.006999999999999999
tor,40,0.302,0.003
hou,39,0.223,0.001
atl,38,0.158,0.002
uta,38,0.096,0.001
bkn,37,0.126,0
chi,36,0.066,0
mem,30,0,0
cha,22,0,0
por,22,0,0
wsh,19,0,0
sa,16,0,0
det,15,0,0
