unit,wins,make_playoffs,win_finals
bos,59,1,0.183
phi,52,0.996,0.09
gs,52,0.988,0.08800000000000001
lac,52,0.99,0.12
den,51,0.988,0.084
mil,50,0.9890000000000001,0.12300000000000001
atl,46,0.9259999999999999,0.033
bkn,46,0.9079999999999999,0.024
cle,45,0.887,0.044000000000000004
lal,45,0.8190000000000001,0.04
dal,45,0.816,0.028999999999999998
min,45,0.81,0.040999999999999995
no,43,0.6809999999999999,0.017
mia,43,0.76,0.021
sac,42,0.628,0.02
phx,42,0.574,0.013999999999999999
okc,40,0.41200000000000003,0.006999999999999999
ny,40,0.489,0.008
ind,38,0.34299999999999997,0.006
tor,37,0.31,0.003
uta,37,0.17,0.004
orl,36,0.203,0.001
mem,35,0.096,0.002
chi,35,0.145,0.001
por,31,0.018000000000000002,0
wsh,30,0.018000000000000002,0
hou,30,0.008,0
cha,29,0.016,0
det,29,0.01,0
sa,26,0.001,0
