unit,wins,make_playoffs,win_finals
bos,59,1,0.409
mem,54,1,0.128
den,53,1,0.065
phi,51,0.998,0.12300000000000001
cle,51,0.997,0.064
bkn,50,0.996,0.043
mil,47,0.945,0.006999999999999999
no,46,0.929,0.018000000000000002
sac,45,0.8590000000000001,0.013999999999999999
mia,45,0.889,0.016
ny,44,0.816,0.006999999999999999
dal,44,0.763,0.012
lac,43,0.7240000000000001,0.024
phx,42,0.6779999999999999,0.027999999999999997
gs,42,0.624,0.019
por,42,0.581,0.009000000000000001
atl,41,0.516,0.003
ind,41,0.414,0.001
min,40,0.309,0.003
uta,40,0.304,0.001
lal,39,0.214,0.003
chi,38,0.205,0
tor,38,0.18100000000000002,0
wsh,35,0.042,0
okc,35,0.013999999999999999,0
orl,29,0,0
cha,27,0,0
sa,23,0,0
det,22,0,0
hou,20,0,0
