unit,wins,make_playoffs,win_finals
bos,58,1,0.196
phi,57,0.9990000000000001,0.12300000000000001
mil,53,0.992,0.151
min,53,0.995,0.079
okc,50,0.97,0.03
den,50,0.973,0.084
bkn,49,0.919,0.028999999999999998
mia,48,0.852,0.03
cle,46,0.782,0.031
ind,46,0.7390000000000001,0.012
lac,46,0.8240000000000001,0.079
ny,46,0.7070000000000001,0.012
dal,45,0.736,0.021
phx,45,0.701,0.017
orl,44,0.569,0.005
lal,44,0.7,0.026000000000000002
gs,44,0.693,0.040999999999999995
sac,43,0.583,0.013999999999999999
no,43,0.5660000000000001,0.01
atl,42,0.39799999999999996,0.006999999999999999
hou,40,0.253,0.002
tor,36,0.035,0
chi,33,0.006999999999999999,0
mem,32,0.006,0
cha,29,0.001,0
uta,26,0,0
por,25,0,0
wsh,24,0,0
sa,17,0,0
det,17,0,0
