unit,wins,make_playoffs,win_finals
bos,59,1,0.39899999999999997
cle,52,0.9990000000000001,0.083
phi,52,0.9990000000000001,0.11800000000000001
mem,51,0.99,0.079
mil,50,0.99,0.026000000000000002
bkn,49,0.99,0.025
den,49,0.966,0.034
phx,48,0.971,0.095
dal,48,0.958,0.076
no,47,0.88,0.013000000000000001
uta,45,0.7959999999999999,0.01
ny,43,0.7759999999999999,0.006999999999999999
atl,43,0.726,0.006999999999999999
lac,43,0.54,0.005
gs,42,0.5479999999999999,0.009000000000000001
sac,42,0.49700000000000005,0.003
por,42,0.518,0.004
tor,41,0.564,0.003
min,40,0.299,0.002
mia,39,0.387,0.001
ind,39,0.319,0.001
chi,37,0.161,0
lal,36,0.037000000000000005,0
wsh,36,0.085,0
orl,31,0.004,0
okc,30,0.001,0
cha,30,0.002,0
hou,23,0,0
sa,22,0,0
det,21,0,0
