unit,wins,make_playoffs,win_finals
bos,62,1,0.276
lac,58,1,0.22899999999999998
cle,56,1,0.11900000000000001
okc,55,1,0.019
den,54,1,0.075
min,54,0.9990000000000001,0.054000000000000006
ny,52,0.9990000000000001,0.013999999999999999
mil,51,0.9990000000000001,0.092
phi,51,0.9990000000000001,0.045
no,48,0.9570000000000001,0.013999999999999999
phx,46,0.8079999999999999,0.008
ind,45,0.9390000000000001,0.013000000000000001
sac,44,0.701,0.006999999999999999
orl,43,0.836,0.001
gs,43,0.519,0.02
dal,42,0.442,0.004
lal,41,0.302,0.004
mia,41,0.731,0.005
uta,40,0.187,0.001
hou,39,0.086,0
chi,37,0.2,0
atl,36,0.149,0.001
bkn,35,0.11800000000000001,0
tor,33,0.028999999999999998,0
mem,30,0,0
por,25,0,0
sa,18,0,0
cha,17,0,0
wsh,17,0,0
det,16,0,0
