unit,wins,make_playoffs,win_finals
bos,58,1,0.19899999999999998
phi,57,1,0.126
mil,53,0.99,0.152
min,53,0.9940000000000001,0.081
okc,50,0.968,0.025
den,50,0.97,0.087
bkn,49,0.919,0.027000000000000003
mia,48,0.855,0.026000000000000002
cle,46,0.787,0.032
ind,46,0.727,0.015
lac,46,0.825,0.077
ny,46,0.711,0.011000000000000001
phx,45,0.715,0.016
lal,44,0.718,0.032
dal,44,0.722,0.018000000000000002
orl,44,0.563,0.006
gs,44,0.6920000000000001,0.039
sac,43,0.586,0.013999999999999999
no,43,0.555,0.01
atl,42,0.405,0.008
hou,40,0.248,0.002
tor,36,0.033,0
chi,33,0.01,0
mem,32,0.008,0
cha,29,0.002,0
uta,26,0,0
por,25,0,0
wsh,24,0,0
sa,17,0,0
det,17,0,0
