unit,wins,make_playoffs,win_finals
bos,65,1,0.389
okc,58,1,0.039
min,57,1,0.079
cle,55,1,0.092
lac,54,1,0.111
den,53,0.9990000000000001,0.05
mil,50,0.9990000000000001,0.10099999999999999
ny,50,0.995,0.026000000000000002
no,48,0.851,0.006999999999999999
phx,47,0.77,0.011000000000000001
dal,47,0.775,0.019
orl,46,0.93,0.002
mia,46,0.948,0.012
phi,46,0.938,0.018000000000000002
sac,46,0.616,0.006
gs,45,0.5770000000000001,0.022000000000000002
ind,44,0.877,0.004
lal,44,0.408,0.012
chi,39,0.155,0
uta,37,0.003,0
hou,36,0.001,0
atl,35,0.113,0
tor,32,0.025,0
bkn,32,0.02,0
mem,29,0,0
por,21,0,0
cha,20,0,0
sa,17,0,0
det,16,0,0
wsh,15,0,0
