unit,wins,make_playoffs,win_finals
bos,67,1,0.457
okc,56,1,0.028999999999999998
min,56,1,0.062
den,55,1,0.055
lac,54,1,0.09
cle,53,1,0.055
mil,52,1,0.131
no,49,0.9420000000000001,0.01
ny,48,0.981,0.009000000000000001
orl,48,0.966,0.002
phi,47,0.972,0.024
mia,47,0.9590000000000001,0.013000000000000001
dal,47,0.8059999999999999,0.023
sac,45,0.603,0.004
lal,45,0.601,0.018000000000000002
gs,45,0.5479999999999999,0.011000000000000001
phx,45,0.5,0.004
ind,43,0.805,0.003
chi,39,0.171,0
hou,36,0.001,0
uta,36,0,0
atl,34,0.10400000000000001,0
bkn,32,0.035,0
tor,30,0.008,0
mem,27,0,0
por,23,0,0
cha,19,0,0
sa,19,0,0
det,16,0,0
wsh,15,0,0
