unit,wins,make_playoffs,win_finals
bos,59,1,0.18600000000000003
den,53,0.996,0.095
phi,52,0.996,0.087
lac,52,0.993,0.127
gs,50,0.988,0.086
mil,50,0.985,0.113
atl,48,0.9670000000000001,0.039
min,47,0.922,0.053
cle,46,0.917,0.046
bkn,45,0.88,0.021
dal,45,0.852,0.027999999999999997
lal,43,0.7190000000000001,0.03
phx,43,0.6990000000000001,0.016
mia,42,0.727,0.02
no,42,0.6,0.011000000000000001
okc,40,0.435,0.006
sac,40,0.47,0.012
ny,39,0.462,0.006
tor,38,0.332,0.004
orl,38,0.295,0.003
ind,38,0.299,0.004
mem,36,0.17800000000000002,0.005
uta,35,0.113,0.002
chi,34,0.095,0.001
hou,31,0.024,0
cha,31,0.027000000000000003,0
por,30,0.01,0
wsh,30,0.015,0
det,27,0.004,0
sa,26,0.001,0
