unit,wins,make_playoffs,win_finals
phi,58,1,0.14400000000000002
bos,58,1,0.19899999999999998
mil,53,0.9940000000000001,0.15
min,52,0.987,0.07
den,51,0.9790000000000001,0.09300000000000001
okc,50,0.9640000000000001,0.025
bkn,48,0.8959999999999999,0.021
mia,48,0.8759999999999999,0.027000000000000003
ind,46,0.773,0.013000000000000001
lac,46,0.8370000000000001,0.087
ny,46,0.7609999999999999,0.013000000000000001
dal,46,0.774,0.02
sac,45,0.703,0.018000000000000002
cle,45,0.675,0.02
orl,45,0.605,0.004
phx,45,0.674,0.013999999999999999
lal,44,0.659,0.027999999999999997
no,44,0.631,0.011000000000000001
gs,44,0.644,0.034
atl,42,0.366,0.006
hou,38,0.142,0.002
tor,36,0.043,0
chi,34,0.011000000000000001,0
mem,31,0.005,0
cha,29,0.001,0
por,26,0,0
uta,26,0,0
wsh,22,0,0
det,17,0,0
sa,16,0,0
