unit,wins,make_playoffs,win_finals
mil,58,1,0.121
bos,57,1,0.302
den,55,1,0.067
phi,53,1,0.11800000000000001
cle,52,1,0.067
mem,52,1,0.11
sac,49,1,0.006
ny,47,0.9990000000000001,0.04
bkn,44,0.953,0.001
phx,44,0.987,0.027000000000000003
mia,44,0.8340000000000001,0.001
lac,43,0.93,0.114
gs,43,0.815,0.006999999999999999
min,42,0.857,0.006
lal,41,0.47700000000000004,0.006999999999999999
no,41,0.43799999999999994,0.001
tor,41,0.479,0.003
okc,41,0.203,0
dal,40,0.284,0.001
atl,40,0.33,0
chi,40,0.40399999999999997,0.002
uta,38,0.009000000000000001,0
wsh,36,0.002,0
ind,35,0,0
orl,35,0,0
por,35,0,0
cha,26,0,0
sa,20,0,0
hou,20,0,0
det,17,0,0
