unit,wins,make_playoffs,win_finals
bos,64,1,0.33399999999999996
den,57,1,0.11900000000000001
okc,57,1,0.124
min,56,1,0.073
lac,52,1,0.046
dal,51,1,0.071
ny,49,1,0.025
mil,49,1,0.018000000000000002
no,49,0.966,0.016
cle,48,0.9990000000000001,0.044000000000000004
phx,48,0.8740000000000001,0.006999999999999999
ind,47,0.99,0.024
orl,47,0.953,0.005
gs,46,0.402,0.002
phi,46,0.91,0.033
sac,46,0.509,0.001
lal,46,0.249,0.002
mia,46,0.903,0.057
hou,40,0,0
chi,39,0.158,0
atl,36,0.08800000000000001,0
bkn,32,0,0
uta,30,0,0
mem,28,0,0
tor,25,0,0
por,22,0,0
sa,21,0,0
cha,20,0,0
wsh,15,0,0
det,13,0,0
