unit,wins,make_playoffs,win_finals
bos,67,1,0.532
den,58,1,0.065
okc,57,1,0.024
min,56,1,0.065
lac,52,0.9990000000000001,0.068
mil,52,1,0.121
cle,51,1,0.05
no,50,0.98,0.008
ny,50,0.9990000000000001,0.013000000000000001
dal,48,0.8959999999999999,0.019
orl,48,0.99,0.002
phx,48,0.809,0.006999999999999999
sac,47,0.763,0.004
ind,46,0.955,0.004
mia,45,0.91,0.004
lal,44,0.3,0.006
phi,44,0.853,0.005
gs,44,0.22899999999999998,0.005
hou,41,0.023,0
chi,39,0.136,0
atl,36,0.157,0
uta,33,0,0
bkn,31,0.001,0
mem,28,0,0
tor,26,0,0
por,22,0,0
cha,19,0,0
sa,18,0,0
wsh,16,0,0
det,15,0,0
