unit,wins,make_playoffs,win_finals
bos,64,1,0.281
phi,58,1,0.11800000000000001
min,55,1,0.069
mil,55,1,0.147
den,54,1,0.095
okc,50,0.975,0.019
lac,50,0.98,0.106
mia,49,0.973,0.027999999999999997
no,46,0.841,0.015
cle,46,0.888,0.025
ny,46,0.8540000000000001,0.005
gs,46,0.8320000000000001,0.039
dal,44,0.71,0.013000000000000001
sac,44,0.63,0.01
orl,44,0.6729999999999999,0.002
bkn,43,0.6629999999999999,0.006
lal,42,0.484,0.013000000000000001
atl,41,0.462,0.006
hou,41,0.363,0.002
ind,40,0.37799999999999995,0.003
phx,39,0.17600000000000002,0.002
chi,36,0.07,0
tor,35,0.04,0
mem,32,0.006999999999999999,0
uta,31,0.003,0
por,24,0,0
cha,23,0,0
wsh,23,0,0
sa,15,0,0
det,14,0,0
