unit,wins,make_playoffs,win_finals
phi,58,1,0.132
bos,57,1,0.184
mil,53,0.99,0.14800000000000002
min,51,0.985,0.069
den,50,0.9840000000000001,0.091
okc,50,0.977,0.033
phx,50,0.976,0.04
mia,48,0.8959999999999999,0.035
bkn,46,0.789,0.018000000000000002
atl,46,0.789,0.026000000000000002
cle,46,0.778,0.036000000000000004
ny,44,0.657,0.01
gs,44,0.7709999999999999,0.047
dal,43,0.69,0.017
no,43,0.682,0.018000000000000002
orl,43,0.53,0.005
sac,43,0.645,0.02
lac,42,0.599,0.044000000000000004
ind,42,0.41100000000000003,0.006999999999999999
lal,41,0.46,0.016
tor,39,0.159,0.001
hou,38,0.20800000000000002,0.003
uta,32,0.013000000000000001,0
mem,31,0.01,0
chi,30,0.003,0
cha,28,0.001,0
wsh,25,0,0
por,25,0,0
det,21,0,0
sa,18,0,0
