unit,wins,make_playoffs,win_finals
bos,58,1,0.179
den,54,0.9990000000000001,0.102
phi,53,0.998,0.09300000000000001
gs,51,0.993,0.085
mil,51,0.991,0.127
lac,50,0.983,0.11599999999999999
atl,47,0.935,0.035
min,47,0.9309999999999999,0.051
cle,46,0.9,0.044000000000000004
dal,46,0.884,0.031
bkn,45,0.863,0.024
phx,43,0.71,0.013999999999999999
mia,43,0.706,0.019
lal,42,0.6829999999999999,0.025
no,41,0.598,0.013000000000000001
okc,41,0.565,0.008
ny,41,0.54,0.008
ind,40,0.466,0.006999999999999999
sac,38,0.322,0.008
tor,38,0.284,0.003
mem,36,0.17,0.004
chi,36,0.151,0
orl,35,0.133,0.002
uta,34,0.083,0.001
hou,34,0.073,0.001
cha,30,0.02,0
wsh,30,0.011000000000000001,0
por,29,0.008,0
det,27,0.002,0
sa,24,0,0
