unit,wins,make_playoffs,win_finals
mil,58,1,0.077
bos,57,1,0.385
phi,53,1,0.083
den,53,1,0.023
cle,52,1,0.068
mem,52,1,0.113
sac,48,1,0.008
ny,48,1,0.067
bkn,46,1,0.001
phx,45,1,0.01
gs,44,0.968,0.012
mia,44,0.95,0.004
lac,44,0.991,0.11199999999999999
lal,43,0.9159999999999999,0.03
no,42,0.541,0.002
min,42,0.528,0.002
atl,41,0.514,0
tor,41,0.207,0.001
chi,40,0.32899999999999996,0.003
okc,39,0.055999999999999994,0
dal,39,0,0
uta,37,0,0
wsh,35,0,0
orl,34,0,0
ind,34,0,0
por,33,0,0
cha,26,0,0
hou,22,0,0
sa,21,0,0
det,17,0,0
