unit,wins,make_playoffs,win_finals
bos,63,1,0.316
okc,57,1,0.033
lac,55,1,0.16399999999999998
min,54,1,0.05
den,54,1,0.086
mil,54,0.9990000000000001,0.132
phi,52,0.997,0.059000000000000004
no,51,0.995,0.027999999999999997
cle,49,0.98,0.047
ny,48,0.97,0.01
mia,47,0.9470000000000001,0.018000000000000002
ind,46,0.9109999999999999,0.008
sac,43,0.632,0.005
dal,43,0.611,0.006
gs,43,0.63,0.023
phx,42,0.507,0.005
orl,42,0.602,0.001
uta,41,0.37200000000000005,0.004
lal,38,0.146,0.003
tor,38,0.26,0.002
hou,38,0.10800000000000001,0
chi,38,0.152,0
bkn,36,0.129,0
atl,35,0.054000000000000006,0
mem,29,0,0
por,20,0,0
wsh,20,0,0
cha,19,0,0
sa,18,0,0
det,14,0,0
