unit,wins,make_playoffs,win_finals
bos,59,1,0.409
cle,51,0.997,0.084
bkn,51,0.997,0.035
mem,51,0.991,0.076
den,50,0.9890000000000001,0.035
phi,50,0.996,0.1
dal,48,0.9440000000000001,0.057999999999999996
no,47,0.889,0.011000000000000001
lac,47,0.912,0.047
mil,47,0.935,0.013000000000000001
phx,47,0.9209999999999999,0.073
mia,45,0.866,0.023
gs,44,0.727,0.019
sac,43,0.501,0.003
por,42,0.47100000000000003,0.002
uta,42,0.47600000000000003,0.004
ny,42,0.594,0.004
ind,42,0.544,0.001
wsh,40,0.34299999999999997,0.001
atl,39,0.312,0.001
tor,39,0.299,0.001
min,38,0.10400000000000001,0.001
lal,37,0.077,0.001
chi,37,0.11800000000000001,0
okc,28,0,0
cha,28,0,0
orl,27,0,0
sa,25,0,0
hou,23,0,0
det,22,0,0
