unit,wins,make_playoffs,win_finals
bos,62,1,0.294
lac,59,1,0.23199999999999998
cle,57,1,0.122
okc,55,1,0.021
min,54,1,0.049
den,54,1,0.067
ny,52,0.998,0.011000000000000001
mil,51,0.9990000000000001,0.092
no,49,0.975,0.02
phi,48,0.991,0.033
phx,47,0.855,0.01
ind,45,0.943,0.01
sac,45,0.6940000000000001,0.006
orl,44,0.89,0.003
dal,43,0.469,0.004
gs,42,0.40700000000000003,0.013000000000000001
lal,42,0.373,0.006
uta,41,0.2,0.001
mia,40,0.71,0.004
hou,38,0.027999999999999997,0
atl,36,0.21100000000000002,0.001
bkn,35,0.166,0
chi,35,0.075,0
tor,32,0.018000000000000002,0
mem,30,0,0
por,25,0,0
sa,17,0,0
cha,17,0,0
wsh,17,0,0
det,16,0,0
