unit,wins,make_playoffs,win_finals
bos,59,1,0.183
phi,52,0.997,0.08199999999999999
lac,52,0.9890000000000001,0.122
gs,50,0.9790000000000001,0.08
mil,50,0.987,0.121
den,50,0.972,0.078
atl,47,0.935,0.035
cle,46,0.922,0.055
dal,46,0.8340000000000001,0.03
lal,45,0.826,0.042
min,45,0.8220000000000001,0.04
bkn,45,0.878,0.026000000000000002
no,43,0.6629999999999999,0.016
sac,43,0.669,0.022000000000000002
phx,42,0.612,0.016
mia,42,0.723,0.02
ny,40,0.546,0.011000000000000001
okc,39,0.302,0.005
tor,38,0.314,0.003
uta,37,0.182,0.003
ind,37,0.255,0.004
orl,36,0.217,0.002
mem,36,0.13,0.004
chi,36,0.183,0.001
por,31,0.012,0
wsh,30,0.018000000000000002,0
hou,30,0.008,0
cha,29,0.017,0
det,29,0.01,0
sa,27,0.001,0
