unit,wins,make_playoffs,win_finals
bos,62,1,0.28800000000000003
cle,57,1,0.13
lac,57,1,0.188
okc,55,0.9990000000000001,0.022000000000000002
min,55,1,0.066
den,54,1,0.059000000000000004
ny,51,1,0.022000000000000002
no,50,0.975,0.017
mil,50,0.9990000000000001,0.10400000000000001
phx,48,0.884,0.013000000000000001
phi,46,0.977,0.022000000000000002
dal,46,0.748,0.02
gs,45,0.613,0.025
ind,44,0.92,0.006999999999999999
orl,44,0.873,0.002
sac,43,0.405,0.003
mia,42,0.831,0.006999999999999999
lal,42,0.228,0.004
uta,41,0.128,0.001
hou,38,0.021,0
chi,37,0.133,0
atl,36,0.182,0.001
bkn,34,0.06,0
tor,32,0.026000000000000002,0
mem,30,0,0
por,24,0,0
det,17,0,0
sa,17,0,0
wsh,16,0,0
cha,16,0,0
