unit,wins,make_playoffs,win_finals
bos,58,1,0.326
mem,53,1,0.129
bkn,53,0.9990000000000001,0.069
cle,52,0.9990000000000001,0.09
phi,51,0.998,0.14400000000000002
den,51,0.997,0.051
mil,49,0.98,0.013000000000000001
no,48,0.961,0.033
dal,45,0.8740000000000001,0.028999999999999998
ind,43,0.6970000000000001,0.002
mia,43,0.758,0.015
gs,43,0.7190000000000001,0.019
sac,43,0.6579999999999999,0.005
lac,43,0.7020000000000001,0.024
ny,43,0.685,0.005
phx,42,0.6609999999999999,0.03
por,41,0.39299999999999996,0.002
min,41,0.37,0.004
uta,40,0.373,0.005
lal,40,0.292,0.004
atl,40,0.36200000000000004,0.001
chi,39,0.281,0
tor,38,0.18600000000000003,0.001
wsh,36,0.055999999999999994,0
okc,32,0.002,0
orl,28,0,0
cha,27,0,0
sa,24,0,0
hou,22,0,0
det,22,0,0
