unit,wins,make_playoffs,win_finals
bos,58,1,0.353
cle,52,0.9990000000000001,0.08900000000000001
mem,52,0.995,0.113
phi,51,0.998,0.113
mil,50,0.995,0.033
bkn,49,0.988,0.032
den,49,0.961,0.035
phx,48,0.97,0.09699999999999999
dal,47,0.9420000000000001,0.069
no,47,0.8859999999999999,0.016
uta,45,0.795,0.013000000000000001
ny,44,0.812,0.006999999999999999
lac,43,0.586,0.006999999999999999
atl,43,0.7240000000000001,0.006999999999999999
por,42,0.5489999999999999,0.004
sac,42,0.528,0.002
gs,41,0.447,0.006999999999999999
tor,41,0.535,0.003
min,40,0.301,0.002
mia,40,0.389,0.002
ind,39,0.316,0
chi,37,0.152,0
lal,36,0.04,0
wsh,36,0.084,0
orl,31,0.005,0
okc,30,0,0
cha,30,0.002,0
hou,23,0,0
sa,22,0,0
det,21,0,0
