unit,wins,make_playoffs,win_finals
bos,64,1,0.299
phi,57,1,0.11
okc,56,1,0.028999999999999998
den,55,1,0.095
mil,54,1,0.134
lac,52,0.997,0.128
min,52,0.997,0.047
mia,48,0.972,0.025
cle,48,0.975,0.042
no,48,0.9520000000000001,0.019
ind,45,0.825,0.006999999999999999
ny,45,0.8029999999999999,0.002
gs,44,0.747,0.03
sac,44,0.665,0.006999999999999999
dal,42,0.555,0.006
orl,42,0.57,0.002
phx,42,0.479,0.006
hou,40,0.308,0.002
atl,40,0.415,0.003
lal,40,0.273,0.006999999999999999
tor,38,0.191,0.002
bkn,38,0.204,0.001
chi,36,0.047,0
uta,35,0.027000000000000003,0
mem,29,0.001,0
cha,23,0,0
por,22,0,0
wsh,20,0,0
det,16,0,0
sa,15,0,0
