unit,wins,make_playoffs,win_finals
bos,58,1,0.24600000000000002
mil,56,1,0.114
den,54,1,0.066
cle,52,1,0.07
phi,51,0.9990000000000001,0.035
mem,49,0.998,0.038
bkn,48,0.985,0.01
lac,48,0.9940000000000001,0.324
ny,45,0.932,0.046
dal,45,0.932,0.013000000000000001
mia,44,0.821,0.004
phx,44,0.8740000000000001,0.013000000000000001
sac,44,0.8170000000000001,0.005
no,42,0.602,0.003
atl,42,0.606,0.001
gs,42,0.525,0.004
min,41,0.36200000000000004,0.001
lal,40,0.361,0.004
tor,40,0.363,0.003
uta,40,0.222,0
por,40,0.23199999999999998,0
wsh,38,0.15,0
chi,38,0.132,0
okc,38,0.08199999999999999,0
ind,35,0.01,0
orl,33,0.002,0
cha,24,0,0
det,21,0,0
sa,19,0,0
hou,19,0,0
