unit,wins,make_playoffs,win_finals
bos,57,1,0.331
bkn,53,1,0.076
cle,52,0.9990000000000001,0.086
phi,52,0.9990000000000001,0.146
mem,52,0.997,0.10400000000000001
den,49,0.9790000000000001,0.026000000000000002
mil,48,0.966,0.009000000000000001
dal,48,0.9570000000000001,0.064
no,47,0.8959999999999999,0.015
lac,46,0.865,0.040999999999999995
phx,45,0.8420000000000001,0.049
mia,44,0.84,0.013999999999999999
gs,44,0.746,0.022000000000000002
sac,43,0.5429999999999999,0.002
ny,42,0.6559999999999999,0.004
ind,42,0.625,0.001
por,42,0.496,0.003
uta,41,0.354,0.003
atl,40,0.354,0.001
min,39,0.19899999999999998,0.001
wsh,39,0.23399999999999999,0
lal,38,0.126,0.001
tor,38,0.213,0.001
chi,37,0.11599999999999999,0
okc,30,0,0
orl,28,0,0
cha,26,0,0
sa,24,0,0
det,23,0,0
hou,22,0,0
