unit,wins,make_playoffs,win_finals
bos,66,1,0.424
okc,57,1,0.036000000000000004
min,56,1,0.073
cle,54,1,0.068
den,54,1,0.045
lac,54,0.9990000000000001,0.105
mil,52,1,0.126
no,49,0.8909999999999999,0.008
ny,48,0.982,0.013999999999999999
dal,48,0.825,0.025
orl,47,0.966,0.002
phx,47,0.6829999999999999,0.008
sac,46,0.588,0.005
gs,46,0.588,0.02
mia,46,0.948,0.009000000000000001
phi,46,0.9490000000000001,0.018000000000000002
lal,45,0.426,0.011000000000000001
ind,44,0.8740000000000001,0.004
chi,38,0.127,0
uta,35,0,0
hou,35,0,0
atl,35,0.114,0
bkn,33,0.034,0
tor,31,0.008,0
mem,27,0,0
por,22,0,0
cha,19,0,0
sa,18,0,0
det,17,0,0
wsh,15,0,0
