unit,wins,make_playoffs,win_finals
bos,58,1,0.271
mil,57,1,0.125
den,55,1,0.09699999999999999
phi,52,1,0.033
cle,52,1,0.059000000000000004
mem,49,0.998,0.031
lac,48,0.998,0.24
bkn,47,0.972,0.004
ny,47,0.978,0.07
mia,45,0.865,0.006
dal,44,0.899,0.011000000000000001
phx,44,0.897,0.011000000000000001
sac,44,0.795,0.002
lal,42,0.64,0.027999999999999997
gs,42,0.62,0.008
no,41,0.469,0.001
atl,41,0.439,0.001
min,40,0.306,0.001
tor,40,0.41200000000000003,0.003
wsh,40,0.275,0
por,39,0.18600000000000003,0
uta,38,0.099,0
okc,38,0.09300000000000001,0
chi,36,0.048,0
ind,35,0.01,0
orl,33,0.003,0
cha,24,0,0
det,21,0,0
sa,19,0,0
hou,18,0,0
