unit,wins,make_playoffs,win_finals
bos,61,1,0.447
den,54,1,0.075
mem,54,1,0.113
phi,53,1,0.163
cle,50,0.996,0.040999999999999995
bkn,49,0.9890000000000001,0.018000000000000002
mil,48,0.983,0.01
sac,46,0.912,0.011000000000000001
mia,45,0.8959999999999999,0.013999999999999999
gs,44,0.836,0.031
no,44,0.774,0.008
dal,43,0.7509999999999999,0.009000000000000001
ny,43,0.7809999999999999,0.008
lac,43,0.69,0.02
atl,42,0.7020000000000001,0.005
phx,42,0.687,0.017
por,41,0.397,0.004
uta,40,0.381,0.001
min,40,0.282,0.003
lal,40,0.26,0.003
chi,39,0.297,0
ind,38,0.14,0
tor,37,0.129,0
wsh,36,0.08800000000000001,0
okc,36,0.03,0
orl,30,0.001,0
cha,28,0,0
sa,24,0,0
det,22,0,0
hou,19,0,0
