unit,wins,make_playoffs,win_finals
bos,64,1,0.3
min,58,1,0.102
cle,57,1,0.124
lac,56,1,0.159
okc,55,0.9990000000000001,0.02
den,51,0.9790000000000001,0.035
no,50,0.927,0.013000000000000001
ny,49,0.995,0.016
mil,48,0.9940000000000001,0.095
phx,48,0.821,0.013999999999999999
dal,47,0.773,0.024
phi,47,0.975,0.033
gs,46,0.604,0.027000000000000003
orl,45,0.9179999999999999,0.003
lal,45,0.48200000000000004,0.015
sac,44,0.408,0.003
mia,44,0.898,0.009000000000000001
ind,44,0.877,0.008
uta,38,0.006,0
chi,38,0.162,0
hou,36,0.002,0
atl,36,0.147,0.001
bkn,33,0.031,0
mem,30,0,0
tor,30,0.004,0
por,23,0,0
cha,19,0,0
sa,18,0,0
det,16,0,0
wsh,16,0,0
