unit,wins,make_playoffs,win_finals
bos,66,1,0.522
den,57,1,0.077
min,57,1,0.07200000000000001
okc,56,1,0.024
lac,52,1,0.057999999999999996
dal,51,1,0.031
mil,49,1,0.08900000000000001
ny,48,0.9990000000000001,0.009000000000000001
no,48,0.866,0.006
cle,48,0.997,0.039
phx,48,0.85,0.009000000000000001
orl,48,0.9620000000000001,0.002
ind,47,0.973,0.006
sac,47,0.547,0.002
lal,47,0.429,0.012
phi,46,0.91,0.017
mia,46,0.898,0.013999999999999999
gs,46,0.308,0.009000000000000001
hou,40,0,0
chi,39,0.105,0
atl,38,0.154,0
bkn,32,0,0
uta,30,0,0
mem,28,0,0
tor,26,0,0
por,22,0,0
sa,20,0,0
cha,19,0,0
wsh,15,0,0
det,14,0,0
