unit,wins,make_playoffs,win_finals
bos,62,1,0.276
lac,57,1,0.21100000000000002
cle,56,1,0.113
okc,55,1,0.021
min,55,1,0.067
den,53,1,0.069
ny,52,1,0.016
mil,51,1,0.092
phi,51,0.9990000000000001,0.048
no,48,0.9590000000000001,0.015
phx,46,0.883,0.012
ind,46,0.9640000000000001,0.013000000000000001
sac,43,0.608,0.006
orl,42,0.789,0.002
dal,42,0.479,0.008
gs,42,0.462,0.016
lal,41,0.335,0.008
mia,41,0.7190000000000001,0.006
uta,41,0.225,0.003
hou,38,0.05,0
chi,37,0.24100000000000002,0.001
bkn,35,0.12,0
atl,35,0.10300000000000001,0
tor,34,0.066,0
mem,31,0,0
por,25,0,0
sa,18,0,0
wsh,18,0,0
cha,18,0,0
det,16,0,0
