unit,wins,make_playoffs,win_finals
bos,58,1,0.19
phi,58,1,0.128
mil,54,0.996,0.157
min,52,0.99,0.075
den,50,0.985,0.08900000000000001
phx,50,0.968,0.04
okc,49,0.9620000000000001,0.027999999999999997
mia,48,0.9,0.031
cle,47,0.868,0.040999999999999995
bkn,47,0.847,0.019
ny,45,0.7020000000000001,0.012
dal,44,0.755,0.02
gs,44,0.7490000000000001,0.043
atl,44,0.631,0.013999999999999999
sac,44,0.711,0.023
orl,43,0.532,0.005
no,43,0.6609999999999999,0.015
lac,42,0.613,0.05
ind,42,0.39899999999999997,0.006
lal,41,0.418,0.013000000000000001
hou,38,0.17,0.003
tor,38,0.12300000000000001,0.001
uta,32,0.011000000000000001,0
mem,31,0.006999999999999999,0
chi,30,0.002,0
cha,26,0,0
wsh,25,0,0
por,25,0,0
det,21,0,0
sa,18,0,0
