unit,wins,make_playoffs,win_finals
bos,60,1,0.413
mem,55,1,0.14300000000000002
den,54,1,0.064
phi,52,1,0.134
cle,50,0.995,0.055
mil,49,0.985,0.015
bkn,48,0.972,0.017
mia,46,0.932,0.028999999999999998
sac,46,0.919,0.017
no,45,0.843,0.011000000000000001
ny,44,0.789,0.011000000000000001
gs,43,0.762,0.028999999999999998
atl,43,0.677,0.005
phx,42,0.7070000000000001,0.026000000000000002
dal,42,0.62,0.006999999999999999
lac,42,0.593,0.011000000000000001
uta,42,0.5539999999999999,0.004
por,41,0.43799999999999994,0.004
min,40,0.315,0.004
lal,39,0.218,0.003
chi,39,0.248,0
ind,39,0.207,0
tor,38,0.14300000000000002,0
wsh,36,0.052000000000000005,0
okc,36,0.031,0
orl,29,0,0
cha,27,0,0
sa,24,0,0
det,22,0,0
hou,20,0,0
