unit,wins,make_playoffs,win_finals
bos,66,1,0.532
den,57,1,0.07
min,57,1,0.075
okc,56,1,0.023
lac,52,0.998,0.053
mil,50,1,0.1
dal,50,0.993,0.03
cle,49,0.9990000000000001,0.039
no,49,0.873,0.005
phx,48,0.862,0.01
orl,48,0.9940000000000001,0.002
ny,48,0.993,0.018000000000000002
sac,47,0.503,0.001
lal,47,0.45899999999999996,0.009000000000000001
mia,47,0.956,0.011000000000000001
ind,46,0.917,0.003
gs,46,0.311,0.008
phi,45,0.867,0.012
hou,42,0.001,0
chi,39,0.102,0
atl,38,0.171,0
bkn,32,0,0
uta,30,0,0
mem,28,0,0
tor,24,0,0
por,21,0,0
sa,20,0,0
cha,19,0,0
wsh,16,0,0
det,14,0,0
